method,k,alpha,beta,vocab_size,avg_real_kmers,alpha_pseudo_mass,alpha_pseudo_real_ratio,silhouette_score,mean_functional_silhouette,mean_pathological_silhouette,mean_within_class_distance,mean_between_class_distance,within_between_ratio,dunn_index,nearest_neighbor_accuracy,matrix_file
SIWKL,21,0.01,0.001,219315,227864.9,2193.15,0.009624782052874313,0.05092241876742176,-0.04471065608008653,0.14655549361493006,0.03209479785515052,0.033779156465341895,0.9501361553560533,0.8957869933805075,0.5,SIWKL_matrix_k21_alpha0p01_beta0p001.txt
SIWKL,21,0.01,0.0001,219315,227864.9,2193.15,0.009624782052874313,0.050921026801937816,-0.0447104880121386,0.14655254161601425,0.032094060444703816,0.03377833118694719,0.9501375383845423,0.895788108722948,0.5,SIWKL_matrix_k21_alpha0p01_beta0p0001.txt
SIWKL,21,0.01,1e-06,219315,227864.9,2193.15,0.009624782052874313,0.050920873601534224,-0.04471046952508699,0.14655221672815544,0.03209397928917284,0.03377824036097717,0.9501376906018437,0.8957882314714947,0.5,SIWKL_matrix_k21_alpha0p01_beta1em06.txt
SIWKL,21,0.001,1.0,219315,227864.9,219.315,0.0009624782052874313,0.05188007614880526,-0.04423280959475532,0.14799296189236583,0.04923673162993202,0.05187422459962567,0.949156002040507,0.8949573874265023,0.5,SIWKL_matrix_k21_alpha0p001_beta1p0.txt
SIWKL,21,0.001,0.1,219315,227864.9,219.315,0.0009624782052874313,0.05100433011018135,-0.04408321974788672,0.1460918799682494,0.048506907416944606,0.05105860492722417,0.9500241435519713,0.8957063735688913,0.5,SIWKL_matrix_k21_alpha0p001_beta0p1.txt
SIWKL,21,0.001,0.01,219315,227864.9,219.315,0.0009624782052874313,0.050873001291549105,-0.04406832093134501,0.1458143235144432,0.04840163589445946,0.050940795749099974,0.9501546880589243,0.8958129785597717,0.5,SIWKL_matrix_k21_alpha0p001_beta0p01.txt
SIWKL,21,0.001,0.001,219315,227864.9,219.315,0.0009624782052874313,0.05085916075603656,-0.04406684249314633,0.14578516400521943,0.048390596642827126,0.05092843971980515,0.9501684502619643,0.8958241519710921,0.5,SIWKL_matrix_k21_alpha0p001_beta0p001.txt
SIWKL,21,0.001,0.0001,219315,227864.9,219.315,0.0009624782052874313,0.050857769165613284,-0.04406669478313511,0.14578223311436167,0.048389487277453944,0.050927198007001274,0.9501698340207436,0.8958252747790802,0.5,SIWKL_matrix_k21_alpha0p001_beta0p0001.txt
SIWKL,21,0.001,1e-06,219315,227864.9,219.315,0.0009624782052874313,0.05085761600645873,-0.04406667853654221,0.14578191054945966,0.04838936518649658,0.0509270613503462,0.9501699863184356,0.8958253983490444,0.5,SIWKL_matrix_k21_alpha0p001_beta1em06.txt
SIWKL,21,0.0001,1.0,219315,227864.9,21.9315,9.624782052874312e-05,0.051847836814696756,-0.04389510972541294,0.14759078335480647,0.06564686297494468,0.06916223313312676,0.9491721131760519,0.8949739886610099,0.5,SIWKL_matrix_k21_alpha0p0001_beta1p0.txt
SIWKL,21,0.0001,0.1,219315,227864.9,21.9315,9.624782052874312e-05,0.05097229288491455,-0.04375253375666931,0.1456971195264984,0.06467493928510573,0.06807598508409887,0.9500404467920428,0.8957259875804029,0.5,SIWKL_matrix_k21_alpha0p0001_beta0p1.txt
SIWKL,21,0.0001,0.01,219315,227864.9,21.9315,9.624782052874312e-05,0.05084098229393756,-0.04373862835739588,0.14542059294527102,0.06453473876299905,0.06791907664869912,0.9501710262757983,0.8958329622762614,0.5,SIWKL_matrix_k21_alpha0p0001_beta0p01.txt
SIWKL,21,0.0001,0.001,219315,227864.9,21.9315,9.624782052874312e-05,0.050827143543303165,-0.043737253948197205,0.14539154103480353,0.06452003660362213,0.06790261971261337,0.9501847922317657,0.895844173565299,0.5,SIWKL_matrix_k21_alpha0p0001_beta0p001.txt
