method,weight_function,capped_weight,k,alpha,beta,sample,class,silhouette_value
SIWKL_inverse_G,1/G,True,51,0.0001,1.0,sample03.functional,functional,-0.07560791814619679
SIWKL_inverse_G,1/G,True,51,0.0001,1.0,sample04.functional,functional,-0.07374026780917342
SIWKL_inverse_G,1/G,True,51,0.0001,1.0,sample05.functional,functional,-0.08242322733291234
SIWKL_inverse_G,1/G,True,51,0.0001,1.0,sample06.pathological,pathological,0.14540497367888663
SIWKL_inverse_G,1/G,True,51,0.0001,1.0,sample07.pathological,pathological,0.14648503874113075
SIWKL_inverse_G,1/G,True,51,0.0001,1.0,sample08.pathological,pathological,0.14570249312861025
SIWKL_inverse_G,1/G,True,51,0.0001,1.0,sample09.pathological,pathological,0.1506198174429334
SIWKL_inverse_G,1/G,True,51,0.0001,1.0,sample10.pathological,pathological,0.15262547826889786
SIWKL_inverse_G,1/G,True,51,1e-06,1.0,sample01.functional,functional,-0.07724320223138315
SIWKL_inverse_G,1/G,True,51,1e-06,1.0,sample02.functional,functional,-0.07465374307513167
SIWKL_inverse_G,1/G,True,51,1e-06,1.0,sample03.functional,functional,-0.07560505221281133
SIWKL_inverse_G,1/G,True,51,1e-06,1.0,sample04.functional,functional,-0.07373946875921213
SIWKL_inverse_G,1/G,True,51,1e-06,1.0,sample05.functional,functional,-0.08241866090894581
SIWKL_inverse_G,1/G,True,51,1e-06,1.0,sample06.pathological,pathological,0.14540126741830833
SIWKL_inverse_G,1/G,True,51,1e-06,1.0,sample07.pathological,pathological,0.14648106678168435
SIWKL_inverse_G,1/G,True,51,1e-06,1.0,sample08.pathological,pathological,0.1456983798284725
SIWKL_inverse_G,1/G,True,51,1e-06,1.0,sample09.pathological,pathological,0.15061563326123728
SIWKL_inverse_G,1/G,True,51,1e-06,1.0,sample10.pathological,pathological,0.1526216790757148
