method,k,alpha,beta,sample,class,silhouette_value
SIWKL,21,1.0,0.1,sample04.functional,functional,-0.04615676130114172
SIWKL,21,1.0,0.1,sample05.functional,functional,-0.05692588094219926
SIWKL,21,1.0,0.1,sample06.pathological,pathological,0.1492159156103878
SIWKL,21,1.0,0.1,sample07.pathological,pathological,0.15645697241301726
SIWKL,21,1.0,0.1,sample08.pathological,pathological,0.15566584226039717
SIWKL,21,1.0,0.1,sample09.pathological,pathological,0.15877387392070932
SIWKL,21,1.0,0.1,sample10.pathological,pathological,0.15353655945504782
SIWKL,21,1.0,0.01,sample01.functional,functional,-0.04954217488604757
SIWKL,21,1.0,0.01,sample02.functional,functional,-0.050203481070972514
SIWKL,21,1.0,0.01,sample03.functional,functional,-0.05219550731721343
SIWKL,21,1.0,0.01,sample04.functional,functional,-0.046132463756166045
SIWKL,21,1.0,0.01,sample05.functional,functional,-0.05687510465429771
SIWKL,21,1.0,0.01,sample06.pathological,pathological,0.14893530287570403
SIWKL,21,1.0,0.01,sample07.pathological,pathological,0.15615852365503244
SIWKL,21,1.0,0.01,sample08.pathological,pathological,0.15535881248429798
SIWKL,21,1.0,0.01,sample09.pathological,pathological,0.15845549696134592
SIWKL,21,1.0,0.01,sample10.pathological,pathological,0.15324047092396736
SIWKL,21,1.0,0.001,sample01.functional,functional,-0.049538634915350405
SIWKL,21,1.0,0.001,sample02.functional,functional,-0.05019975232123321
SIWKL,21,1.0,0.001,sample03.functional,functional,-0.05219230152781377
SIWKL,21,1.0,0.001,sample04.functional,functional,-0.046130009018854584
SIWKL,21,1.0,0.001,sample05.functional,functional,-0.056869851000854725
SIWKL,21,1.0,0.001,sample06.pathological,pathological,0.1489058487857354
SIWKL,21,1.0,0.001,sample07.pathological,pathological,0.15612717934047513
SIWKL,21,1.0,0.001,sample08.pathological,pathological,0.15532656403252326
SIWKL,21,1.0,0.001,sample09.pathological,pathological,0.15842206205289802
SIWKL,21,1.0,0.001,sample10.pathological,pathological,0.15320938015560062
SIWKL,21,1.0,0.0001,sample01.functional,functional,-0.04953828018221146
SIWKL,21,1.0,0.0001,sample02.functional,functional,-0.05019937851183602
SIWKL,21,1.0,0.0001,sample03.functional,functional,-0.05219198027258298
SIWKL,21,1.0,0.0001,sample04.functional,functional,-0.04612976329123586
SIWKL,21,1.0,0.0001,sample05.functional,functional,-0.056869323770395566
SIWKL,21,1.0,0.0001,sample06.pathological,pathological,0.14890288855616315
SIWKL,21,1.0,0.0001,sample07.pathological,pathological,0.15612402895110428
SIWKL,21,1.0,0.0001,sample08.pathological,pathological,0.15532332273897526
SIWKL,21,1.0,0.0001,sample09.pathological,pathological,0.15841870156609553
SIWKL,21,1.0,0.0001,sample10.pathological,pathological,0.1532062553077884
SIWKL,21,1.0,1e-06,sample01.functional,functional,-0.04953824115336083
SIWKL,21,1.0,1e-06,sample02.functional,functional,-0.05019933738237558
SIWKL,21,1.0,1e-06,sample03.functional,functional,-0.05219194492696523
SIWKL,21,1.0,1e-06,sample04.functional,functional,-0.046129736258374764
SIWKL,21,1.0,1e-06,sample05.functional,functional,-0.056869265754217635
SIWKL,21,1.0,1e-06,sample06.pathological,pathological,0.14890256276533806
SIWKL,21,1.0,1e-06,sample07.pathological,pathological,0.1561236822299922
SIWKL,21,1.0,1e-06,sample08.pathological,pathological,0.15532296601292345
SIWKL,21,1.0,1e-06,sample09.pathological,pathological,0.15841833172267228
SIWKL,21,1.0,1e-06,sample10.pathological,pathological,0.15320591139833686
SIWKL,21,0.1,1.0,sample01.functional,functional,-0.045341556657872484
SIWKL,21,0.1,1.0,sample02.functional,functional,-0.04573161642909544
SIWKL,21,0.1,1.0,sample03.functional,functional,-0.04862291026948317
SIWKL,21,0.1,1.0,sample04.functional,functional,-0.04142295024861306
SIWKL,21,0.1,1.0,sample05.functional,functional,-0.05158861680162801
SIWKL,21,0.1,1.0,sample06.pathological,pathological,0.14535683762390023
SIWKL,21,0.1,1.0,sample07.pathological,pathological,0.15231133055734877
SIWKL,21,0.1,1.0,sample08.pathological,pathological,0.1517470792826027
SIWKL,21,0.1,1.0,sample09.pathological,pathological,0.15542168273224816
SIWKL,21,0.1,1.0,sample10.pathological,pathological,0.1489868579870701
SIWKL,21,0.1,0.1,sample01.functional,functional,-0.04514867504104616
SIWKL,21,0.1,0.1,sample02.functional,functional,-0.04552541756036133
SIWKL,21,0.1,0.1,sample03.functional,functional,-0.0484305196362249
SIWKL,21,0.1,0.1,sample04.functional,functional,-0.04130444095492833
SIWKL,21,0.1,0.1,sample05.functional,functional,-0.05131232922528014
SIWKL,21,0.1,0.1,sample06.pathological,pathological,0.1435285616001719
SIWKL,21,0.1,0.1,sample07.pathological,pathological,0.15037683588245326
SIWKL,21,0.1,0.1,sample08.pathological,pathological,0.149751663130744
SIWKL,21,0.1,0.1,sample09.pathological,pathological,0.15333689912855122
SIWKL,21,0.1,0.1,sample10.pathological,pathological,0.1470694800889019
SIWKL,21,0.1,0.01,sample01.functional,functional,-0.045128127474664305
SIWKL,21,0.1,0.01,sample02.functional,functional,-0.045502633573188685
SIWKL,21,0.1,0.01,sample03.functional,functional,-0.048409819793762916
SIWKL,21,0.1,0.01,sample04.functional,functional,-0.041294567846495885
SIWKL,21,0.1,0.01,sample05.functional,functional,-0.05127799707889632
SIWKL,21,0.1,0.01,sample06.pathological,pathological,0.14326298468815313
SIWKL,21,0.1,0.01,sample07.pathological,pathological,0.15009442787393418
SIWKL,21,0.1,0.01,sample08.pathological,pathological,0.14946017485391733
SIWKL,21,0.1,0.01,sample09.pathological,pathological,0.1530327369726483
SIWKL,21,0.1,0.01,sample10.pathological,pathological,0.14678996845675307
SIWKL,21,0.1,0.001,sample01.functional,functional,-0.04512606515541439
SIWKL,21,0.1,0.001,sample02.functional,functional,-0.045500331086588186
SIWKL,21,0.1,0.001,sample03.functional,functional,-0.048407737169718405
SIWKL,21,0.1,0.001,sample04.functional,functional,-0.041293623006192805
SIWKL,21,0.1,0.001,sample05.functional,functional,-0.05127446383271883
SIWKL,21,0.1,0.001,sample06.pathological,pathological,0.14323510015245863
SIWKL,21,0.1,0.001,sample07.pathological,pathological,0.15006475824322552
SIWKL,21,0.1,0.001,sample08.pathological,pathological,0.14942954882607223
SIWKL,21,0.1,0.001,sample09.pathological,pathological,0.1530007856383981
SIWKL,21,0.1,0.001,sample10.pathological,pathological,0.14676060797585253
SIWKL,21,0.1,0.0001,sample01.functional,functional,-0.045125858858184736
SIWKL,21,0.1,0.0001,sample02.functional,functional,-0.045500100593678275
SIWKL,21,0.1,0.0001,sample03.functional,functional,-0.04840752878507802
SIWKL,21,0.1,0.0001,sample04.functional,functional,-0.04129352898629261
SIWKL,21,0.1,0.0001,sample05.functional,functional,-0.051274109451700564
SIWKL,21,0.1,0.0001,sample06.pathological,pathological,0.14323229758027542
SIWKL,21,0.1,0.0001,sample07.pathological,pathological,0.15006177607348398
SIWKL,21,0.1,0.0001,sample08.pathological,pathological,0.14942647050134228
SIWKL,21,0.1,0.0001,sample09.pathological,pathological,0.1529975741697156
SIWKL,21,0.1,0.0001,sample10.pathological,pathological,0.14675765692920417
SIWKL,21,0.1,1e-06,sample01.functional,functional,-0.04512583616477747
SIWKL,21,0.1,1e-06,sample02.functional,functional,-0.045500075236743605
SIWKL,21,0.1,1e-06,sample03.functional,functional,-0.04840750586141614
SIWKL,21,0.1,1e-06,sample04.functional,functional,-0.04129351864930232
SIWKL,21,0.1,1e-06,sample05.functional,functional,-0.05127407045799577
SIWKL,21,0.1,1e-06,sample06.pathological,pathological,0.14323198913960566
SIWKL,21,0.1,1e-06,sample07.pathological,pathological,0.1500614478649237
SIWKL,21,0.1,1e-06,sample08.pathological,pathological,0.1494261317099761
SIWKL,21,0.1,1e-06,sample09.pathological,pathological,0.1529972207256663
SIWKL,21,0.1,1e-06,sample10.pathological,pathological,0.14675733214651004
SIWKL,21,0.01,1.0,sample01.functional,functional,-0.0438371945372421
SIWKL,21,0.01,1.0,sample02.functional,functional,-0.044031751102462546
SIWKL,21,0.01,1.0,sample03.functional,functional,-0.04724386701840024
SIWKL,21,0.01,1.0,sample04.functional,functional,-0.03971143475823762
SIWKL,21,0.01,1.0,sample05.functional,functional,-0.04963785585237422
SIWKL,21,0.01,1.0,sample06.pathological,pathological,0.14347020169402178
SIWKL,21,0.01,1.0,sample07.pathological,pathological,0.15024191894866587
SIWKL,21,0.01,1.0,sample08.pathological,pathological,0.14974822889945938
SIWKL,21,0.01,1.0,sample09.pathological,pathological,0.15362964590650394
SIWKL,21,0.01,1.0,sample10.pathological,pathological,0.14681000887056853
SIWKL,21,0.01,0.1,sample01.functional,functional,-0.043678289174524446
SIWKL,21,0.01,0.1,sample02.functional,functional,-0.04385957532696167
SIWKL,21,0.01,0.1,sample03.functional,functional,-0.04707841486810598
SIWKL,21,0.01,0.1,sample04.functional,functional,-0.03962828775832758
SIWKL,21,0.01,0.1,sample05.functional,functional,-0.04940128649097371
SIWKL,21,0.01,0.1,sample06.pathological,pathological,0.14167682563242662
SIWKL,21,0.01,0.1,sample07.pathological,pathological,0.14834588693719883
SIWKL,21,0.01,0.1,sample08.pathological,pathological,0.14778971192880497
SIWKL,21,0.01,0.1,sample09.pathological,pathological,0.1515776447760019
SIWKL,21,0.01,0.1,sample10.pathological,pathological,0.14493208519610243
SIWKL,21,0.01,0.01,sample01.functional,functional,-0.043662485160638045
SIWKL,21,0.01,0.01,sample02.functional,functional,-0.04384164134791188
SIWKL,21,0.01,0.01,sample03.functional,functional,-0.04706157779389177
SIWKL,21,0.01,0.01,sample04.functional,functional,-0.039623420992215025
SIWKL,21,0.01,0.01,sample05.functional,functional,-0.049372560334921725
SIWKL,21,0.01,0.01,sample06.pathological,pathological,0.14141608937798014
SIWKL,21,0.01,0.01,sample07.pathological,pathological,0.1480688179792559
SIWKL,21,0.01,0.01,sample08.pathological,pathological,0.14750334303339876
SIWKL,21,0.01,0.01,sample09.pathological,pathological,0.15127802430270265
SIWKL,21,0.01,0.01,sample10.pathological,pathological,0.14465804153964054
SIWKL,21,0.01,0.001,sample01.functional,functional,-0.043660918590526065
SIWKL,21,0.01,0.001,sample02.functional,functional,-0.043839847167290176
SIWKL,21,0.01,0.001,sample03.functional,functional,-0.047059900323838985
SIWKL,21,0.01,0.001,sample04.functional,functional,-0.03962300041528047
SIWKL,21,0.01,0.001,sample05.functional,functional,-0.049369613903496964
SIWKL,21,0.01,0.001,sample06.pathological,pathological,0.14138871053587151
SIWKL,21,0.01,0.001,sample07.pathological,pathological,0.14803970613436335
SIWKL,21,0.01,0.001,sample08.pathological,pathological,0.14747325181945672
SIWKL,21,0.01,0.001,sample09.pathological,pathological,0.15124654736906293
SIWKL,21,0.01,0.001,sample10.pathological,pathological,0.14462925221589573
SIWKL,21,0.01,0.0001,sample01.functional,functional,-0.04366076209562801
SIWKL,21,0.01,0.0001,sample02.functional,functional,-0.0438396677531279
SIWKL,21,0.01,0.0001,sample03.functional,functional,-0.04705973265568033
SIWKL,21,0.01,0.0001,sample04.functional,functional,-0.039622959073274885
SIWKL,21,0.01,0.0001,sample05.functional,functional,-0.049369318482981886
SIWKL,21,0.01,0.0001,sample06.pathological,pathological,0.14138595876322488
SIWKL,21,0.01,0.0001,sample07.pathological,pathological,0.1480367799973262
SIWKL,21,0.01,0.0001,sample08.pathological,pathological,0.14747022721955852
SIWKL,21,0.01,0.0001,sample09.pathological,pathological,0.15124338355577363
SIWKL,21,0.01,0.0001,sample10.pathological,pathological,0.144626358544188
SIWKL,21,0.01,1e-06,sample01.functional,functional,-0.04366074488301692
SIWKL,21,0.01,1e-06,sample02.functional,functional,-0.0438396480176277
SIWKL,21,0.01,1e-06,sample03.functional,functional,-0.04705971421307734
SIWKL,21,0.01,1e-06,sample04.functional,functional,-0.0396229545336633
SIWKL,21,0.01,1e-06,sample05.functional,functional,-0.049369285978049696
SIWKL,21,0.01,1e-06,sample06.pathological,pathological,0.14138565591307542
SIWKL,21,0.01,1e-06,sample07.pathological,pathological,0.1480364579552023
SIWKL,21,0.01,1e-06,sample08.pathological,pathological,0.14746989434064317
SIWKL,21,0.01,1e-06,sample09.pathological,pathological,0.1512430353562232
SIWKL,21,0.01,1e-06,sample10.pathological,pathological,0.14462604007563318
SIWKL,21,0.001,1.0,sample01.functional,functional,-0.04323894934049072
SIWKL,21,0.001,1.0,sample02.functional,functional,-0.04334879760649405
SIWKL,21,0.001,1.0,sample03.functional,functional,-0.0466889342904349
SIWKL,21,0.001,1.0,sample04.functional,functional,-0.039027131362450736
SIWKL,21,0.001,1.0,sample05.functional,functional,-0.04886023537390621
SIWKL,21,0.001,1.0,sample06.pathological,pathological,0.1427234852958629
SIWKL,21,0.001,1.0,sample07.pathological,pathological,0.14941917449313086
SIWKL,21,0.001,1.0,sample08.pathological,pathological,0.14895459776864353
SIWKL,21,0.001,1.0,sample09.pathological,pathological,0.15292168107340948
SIWKL,21,0.001,1.0,sample10.pathological,pathological,0.14594587083078234
SIWKL,21,0.001,0.1,sample01.functional,functional,-0.04309361761238584
SIWKL,21,0.001,0.1,sample02.functional,functional,-0.04319036380605311
SIWKL,21,0.001,0.1,sample03.functional,functional,-0.04653439298381791
SIWKL,21,0.001,0.1,sample04.functional,functional,-0.038958177522063535
SIWKL,21,0.001,0.1,sample05.functional,functional,-0.04863954681511317
SIWKL,21,0.001,0.1,sample06.pathological,pathological,0.14094391891266356
SIWKL,21,0.001,0.1,sample07.pathological,pathological,0.14753846078533367
SIWKL,21,0.001,0.1,sample08.pathological,pathological,0.14701074783477638
SIWKL,21,0.001,0.1,sample09.pathological,pathological,0.150882626801396
SIWKL,21,0.001,0.1,sample10.pathological,pathological,0.14408364550707747
SIWKL,21,0.001,0.01,sample01.functional,functional,-0.04307970990755267
SIWKL,21,0.001,0.01,sample02.functional,functional,-0.04317438943590762
SIWKL,21,0.001,0.01,sample03.functional,functional,-0.04651912068281083
SIWKL,21,0.001,0.01,sample04.functional,functional,-0.03895532106535878
SIWKL,21,0.001,0.01,sample05.functional,functional,-0.048613063565095135
SIWKL,21,0.001,0.01,sample06.pathological,pathological,0.1406851000667407
SIWKL,21,0.001,0.01,sample07.pathological,pathological,0.14726352008155047
SIWKL,21,0.001,0.01,sample08.pathological,pathological,0.14672641577660536
SIWKL,21,0.001,0.01,sample09.pathological,pathological,0.15058480203375635
SIWKL,21,0.001,0.01,sample10.pathological,pathological,0.1438117796135632
SIWKL,21,0.001,0.001,sample01.functional,functional,-0.04307834153535006
SIWKL,21,0.001,0.001,sample02.functional,functional,-0.04317280064040565
SIWKL,21,0.001,0.001,sample03.functional,functional,-0.046517607339720844
SIWKL,21,0.001,0.001,sample04.functional,functional,-0.038955111019481514
SIWKL,21,0.001,0.001,sample05.functional,functional,-0.048610351930773565
SIWKL,21,0.001,0.001,sample06.pathological,pathological,0.14065792155775958
SIWKL,21,0.001,0.001,sample07.pathological,pathological,0.1472346306051622
SIWKL,21,0.001,0.001,sample08.pathological,pathological,0.14669653737229243
SIWKL,21,0.001,0.001,sample09.pathological,pathological,0.15055351269644154
SIWKL,21,0.001,0.001,sample10.pathological,pathological,0.14378321779444148
SIWKL,21,0.001,0.0001,sample01.functional,functional,-0.04307820495131021
SIWKL,21,0.001,0.0001,sample02.functional,functional,-0.04317264186510376
SIWKL,21,0.001,0.0001,sample03.functional,functional,-0.046517456165742765
SIWKL,21,0.001,0.0001,sample04.functional,functional,-0.03895509083172128
SIWKL,21,0.001,0.0001,sample05.functional,functional,-0.048610080101797515
SIWKL,21,0.001,0.0001,sample06.pathological,pathological,0.1406551899098735
SIWKL,21,0.001,0.0001,sample07.pathological,pathological,0.1472317268065284
SIWKL,21,0.001,0.0001,sample08.pathological,pathological,0.14669353415047612
SIWKL,21,0.001,0.0001,sample09.pathological,pathological,0.15055036772820626
SIWKL,21,0.001,0.0001,sample10.pathological,pathological,0.14378034697672398
SIWKL,21,0.001,1e-06,sample01.functional,functional,-0.043078189929910964
SIWKL,21,0.001,1e-06,sample02.functional,functional,-0.04317262440099922
SIWKL,21,0.001,1e-06,sample03.functional,functional,-0.04651743953841016
SIWKL,21,0.001,1e-06,sample04.functional,functional,-0.038955088620206905
SIWKL,21,0.001,1e-06,sample05.functional,functional,-0.04861005019318382
SIWKL,21,0.001,1e-06,sample06.pathological,pathological,0.14065488927446965
SIWKL,21,0.001,1e-06,sample07.pathological,pathological,0.14723140722276354
SIWKL,21,0.001,1e-06,sample08.pathological,pathological,0.1466932036242348
SIWKL,21,0.001,1e-06,sample09.pathological,pathological,0.15055002160256586
SIWKL,21,0.001,1e-06,sample10.pathological,pathological,0.1437800310232645
SIWKL,21,0.0001,1.0,sample01.functional,functional,-0.042932848210418297
SIWKL,21,0.0001,1.0,sample02.functional,functional,-0.04299892089596797
SIWKL,21,0.0001,1.0,sample03.functional,functional,-0.04640448292320417
SIWKL,21,0.0001,1.0,sample04.functional,functional,-0.03867683807071932
SIWKL,21,0.0001,1.0,sample05.functional,functional,-0.048462458526754945
SIWKL,21,0.0001,1.0,sample06.pathological,pathological,0.14234201642301214
SIWKL,21,0.0001,1.0,sample07.pathological,pathological,0.1489985896604354
SIWKL,21,0.0001,1.0,sample08.pathological,pathological,0.14854898844703562
SIWKL,21,0.0001,1.0,sample09.pathological,pathological,0.15256021254876775
SIWKL,21,0.0001,1.0,sample10.pathological,pathological,0.1455041096947814
SIWKL,21,0.0001,0.1,sample01.functional,functional,-0.04279448070586507
SIWKL,21,0.0001,0.1,sample02.functional,functional,-0.04284754983852859
SIWKL,21,0.0001,0.1,sample03.functional,functional,-0.046255555318445635
SIWKL,21,0.0001,0.1,sample04.functional,functional,-0.03861516943408861
SIWKL,21,0.0001,0.1,sample05.functional,functional,-0.048249913486418675
SIWKL,21,0.0001,0.1,sample06.pathological,pathological,0.14056951668390355
SIWKL,21,0.0001,0.1,sample07.pathological,pathological,0.1471257229145165
SIWKL,21,0.0001,0.1,sample08.pathological,pathological,0.14661264954752404
SIWKL,21,0.0001,0.1,sample09.pathological,pathological,0.15052777909472162
SIWKL,21,0.0001,0.1,sample10.pathological,pathological,0.14364992939182628
SIWKL,21,0.0001,0.01,sample01.functional,functional,-0.042781545996877626
SIWKL,21,0.0001,0.01,sample02.functional,functional,-0.04283258255018182
SIWKL,21,0.0001,0.01,sample03.functional,functional,-0.046241088006603634
SIWKL,21,0.0001,0.01,sample04.functional,functional,-0.038613344836944445
SIWKL,21,0.0001,0.01,sample05.functional,functional,-0.048224580396371904
SIWKL,21,0.0001,0.01,sample06.pathological,pathological,0.14031167912130105
SIWKL,21,0.0001,0.01,sample07.pathological,pathological,0.14685187253094661
SIWKL,21,0.0001,0.01,sample08.pathological,pathological,0.14632936066434588
SIWKL,21,0.0001,0.01,sample09.pathological,pathological,0.1502308727461772
SIWKL,21,0.0001,0.01,sample10.pathological,pathological,0.1433791796635843
SIWKL,21,0.0001,0.001,sample01.functional,functional,-0.04278027932060684
SIWKL,21,0.0001,0.001,sample02.functional,functional,-0.04283109930513656
SIWKL,21,0.0001,0.001,sample03.functional,functional,-0.04623965909635795
SIWKL,21,0.0001,0.001,sample04.functional,functional,-0.03861324285299023
SIWKL,21,0.0001,0.001,sample05.functional,functional,-0.04822198916589445
SIWKL,21,0.0001,0.001,sample06.pathological,pathological,0.1402846031393127
SIWKL,21,0.0001,0.001,sample07.pathological,pathological,0.14682309697670104
SIWKL,21,0.0001,0.001,sample08.pathological,pathological,0.14629959125260703
SIWKL,21,0.0001,0.001,sample09.pathological,pathological,0.15019967935707199
SIWKL,21,0.0001,0.001,sample10.pathological,pathological,0.14335073444832488
SIWKL,21,0.0001,0.0001,sample01.functional,functional,-0.04278015295289311
SIWKL,21,0.0001,0.0001,sample02.functional,functional,-0.04283095113643998
SIWKL,21,0.0001,0.0001,sample03.functional,functional,-0.04623951640756815
SIWKL,21,0.0001,0.0001,sample04.functional,functional,-0.03861323352333229
SIWKL,21,0.0001,0.0001,sample05.functional,functional,-0.048221729434649224
SIWKL,21,0.0001,0.0001,sample06.pathological,pathological,0.14028188179094195
SIWKL,21,0.0001,0.0001,sample07.pathological,pathological,0.14682020462232
SIWKL,21,0.0001,0.0001,sample08.pathological,pathological,0.1462965989798009
SIWKL,21,0.0001,0.0001,sample09.pathological,pathological,0.15019654402736274
SIWKL,21,0.0001,0.0001,sample10.pathological,pathological,0.1433478753440677
SIWKL,21,0.0001,1e-06,sample01.functional,functional,-0.04278013905581197
SIWKL,21,0.0001,1e-06,sample02.functional,functional,-0.04283093483963793
SIWKL,21,0.0001,1e-06,sample03.functional,functional,-0.046239500714074996
SIWKL,21,0.0001,1e-06,sample04.functional,functional,-0.038613232506789906
SIWKL,21,0.0001,1e-06,sample05.functional,functional,-0.04822170085742696
SIWKL,21,0.0001,1e-06,sample06.pathological,pathological,0.14028158228900708
SIWKL,21,0.0001,1e-06,sample07.pathological,pathological,0.1468198862980038
SIWKL,21,0.0001,1e-06,sample08.pathological,pathological,0.146296269658507
SIWKL,21,0.0001,1e-06,sample09.pathological,pathological,0.15019619896244904
SIWKL,21,0.0001,1e-06,sample10.pathological,pathological,0.14334756067968177
SIWKL,21,1e-06,1.0,sample01.functional,functional,-0.04262524572252732
SIWKL,21,1e-06,1.0,sample02.functional,functional,-0.04264731890017679
SIWKL,21,1e-06,1.0,sample03.functional,functional,-0.04611853680323556
SIWKL,21,1e-06,1.0,sample04.functional,functional,-0.0383248880118634
SIWKL,21,1e-06,1.0,sample05.functional,functional,-0.04806291822101707
SIWKL,21,1e-06,1.0,sample06.pathological,pathological,0.14195904078886984
SIWKL,21,1e-06,1.0,sample07.pathological,pathological,0.1485762898433868
SIWKL,21,1e-06,1.0,sample08.pathological,pathological,0.14814174679164066
SIWKL,21,1e-06,1.0,sample09.pathological,pathological,0.15219740803929618
SIWKL,21,1e-06,1.0,sample10.pathological,pathological,0.14506045620656977
SIWKL,21,1e-06,0.1,sample01.functional,functional,-0.0424938912133042
SIWKL,21,1e-06,0.1,sample02.functional,functional,-0.042503062721153735
SIWKL,21,1e-06,0.1,sample03.functional,functional,-0.045975268285366036
SIWKL,21,1e-06,0.1,sample04.functional,functional,-0.038270554751005936
SIWKL,21,1e-06,0.1,sample05.functional,functional,-0.047858568867375204
SIWKL,21,1e-06,0.1,sample06.pathological,pathological,0.14019364737418494
SIWKL,21,1e-06,0.1,sample07.pathological,pathological,0.14671131602465604
SIWKL,21,1e-06,0.1,sample08.pathological,pathological,0.14621296242618878
SIWKL,21,1e-06,0.1,sample09.pathological,pathological,0.15017162981865476
SIWKL,21,1e-06,0.1,sample10.pathological,pathological,0.14321437220597477
SIWKL,21,1e-06,0.01,sample01.functional,functional,-0.042481936294042996
SIWKL,21,1e-06,0.01,sample02.functional,functional,-0.04248910984466078
SIWKL,21,1e-06,0.01,sample03.functional,functional,-0.045961612363818606
SIWKL,21,1e-06,0.01,sample04.functional,functional,-0.038269769051921546
SIWKL,21,1e-06,0.01,sample05.functional,functional,-0.04783439323916163
SIWKL,21,1e-06,0.01,sample06.pathological,pathological,0.1399367965941156
SIWKL,21,1e-06,0.01,sample07.pathological,pathological,0.1464385623302307
SIWKL,21,1e-06,0.01,sample08.pathological,pathological,0.145930722743989
SIWKL,21,1e-06,0.01,sample09.pathological,pathological,0.14987564665862682
SIWKL,21,1e-06,0.01,sample10.pathological,pathological,0.14294474574082033
SIWKL,21,1e-06,0.001,sample01.functional,functional,-0.04248077202351346
SIWKL,21,1e-06,0.001,sample02.functional,functional,-0.04248773291688192
SIWKL,21,1e-06,0.001,sample03.functional,functional,-0.04596026855632993
SIWKL,21,1e-06,0.001,sample04.functional,functional,-0.03826977586601657
SIWKL,21,1e-06,0.001,sample05.functional,functional,-0.047831923175971285
SIWKL,21,1e-06,0.001,sample06.pathological,pathological,0.1399098237134605
SIWKL,21,1e-06,0.001,sample07.pathological,pathological,0.1464099013632525
SIWKL,21,1e-06,0.001,sample08.pathological,pathological,0.14590106295412872
SIWKL,21,1e-06,0.001,sample09.pathological,pathological,0.1498445497158647
SIWKL,21,1e-06,0.001,sample10.pathological,pathological,0.14291641787057063
SIWKL,21,1e-06,0.0001,sample01.functional,functional,-0.04248065594343069
SIWKL,21,1e-06,0.0001,sample02.functional,functional,-0.04248759543183124
SIWKL,21,1e-06,0.0001,sample03.functional,functional,-0.04596013442003697
SIWKL,21,1e-06,0.0001,sample04.functional,functional,-0.03826977746841701
SIWKL,21,1e-06,0.0001,sample05.functional,functional,-0.04783167561915533
SIWKL,21,1e-06,0.0001,sample06.pathological,pathological,0.13990711272229733
SIWKL,21,1e-06,0.0001,sample07.pathological,pathological,0.14640702051993632
SIWKL,21,1e-06,0.0001,sample08.pathological,pathological,0.14589808169354776
SIWKL,21,1e-06,0.0001,sample09.pathological,pathological,0.1498414240747196
SIWKL,21,1e-06,0.0001,sample10.pathological,pathological,0.14291357055422213
SIWKL,21,1e-06,1e-06,sample01.functional,functional,-0.04248064317851442
SIWKL,21,1e-06,1e-06,sample02.functional,functional,-0.04248758031081055
SIWKL,21,1e-06,1e-06,sample03.functional,functional,-0.045960119667790095
SIWKL,21,1e-06,1e-06,sample04.functional,functional,-0.03826977765498445
SIWKL,21,1e-06,1e-06,sample05.functional,functional,-0.047831648381764916
SIWKL,21,1e-06,1e-06,sample06.pathological,pathological,0.1399068143601815
SIWKL,21,1e-06,1e-06,sample07.pathological,pathological,0.1464067034624222
SIWKL,21,1e-06,1e-06,sample08.pathological,pathological,0.14589775358415727
SIWKL,21,1e-06,1e-06,sample09.pathological,pathological,0.1498410800760385
SIWKL,21,1e-06,1e-06,sample10.pathological,pathological,0.1429132571871026
SIWKL,31,1.0,1.0,sample01.functional,functional,-0.0725884644672682
SIWKL,31,1.0,1.0,sample02.functional,functional,-0.06948954013523359
SIWKL,31,1.0,1.0,sample03.functional,functional,-0.06918712662142558
SIWKL,31,1.0,1.0,sample04.functional,functional,-0.0670708128242774
SIWKL,31,1.0,1.0,sample05.functional,functional,-0.0808044951353031
SIWKL,31,1.0,1.0,sample06.pathological,pathological,0.19233650267769903
SIWKL,31,1.0,1.0,sample07.pathological,pathological,0.19781087902871822
SIWKL,31,1.0,1.0,sample08.pathological,pathological,0.19781145231577874
SIWKL,31,1.0,1.0,sample09.pathological,pathological,0.2047839852906272
SIWKL,31,1.0,1.0,sample10.pathological,pathological,0.20208888862783955
SIWKL,31,1.0,0.1,sample01.functional,functional,-0.072237036352488
SIWKL,31,1.0,0.1,sample02.functional,functional,-0.06922501898415073
SIWKL,31,1.0,0.1,sample03.functional,functional,-0.0689784774934019
SIWKL,31,1.0,0.1,sample04.functional,functional,-0.0668530199426845
SIWKL,31,1.0,0.1,sample05.functional,functional,-0.08041259092032704
SIWKL,31,1.0,0.1,sample06.pathological,pathological,0.19014234347723663
SIWKL,31,1.0,0.1,sample07.pathological,pathological,0.19552894746552707
SIWKL,31,1.0,0.1,sample08.pathological,pathological,0.19543827659222068
SIWKL,31,1.0,0.1,sample09.pathological,pathological,0.2023092663716109
SIWKL,31,1.0,0.1,sample10.pathological,pathological,0.19974111244183998
SIWKL,31,1.0,0.01,sample01.functional,functional,-0.07219426385763388
SIWKL,31,1.0,0.01,sample02.functional,functional,-0.06919514025932154
SIWKL,31,1.0,0.01,sample03.functional,functional,-0.0689568993603054
SIWKL,31,1.0,0.01,sample04.functional,functional,-0.06683016018090979
SIWKL,31,1.0,0.01,sample05.functional,functional,-0.08036267979864897
SIWKL,31,1.0,0.01,sample06.pathological,pathological,0.18982301368980353
SIWKL,31,1.0,0.01,sample07.pathological,pathological,0.19519525090690767
SIWKL,31,1.0,0.01,sample08.pathological,pathological,0.1950910137711392
SIWKL,31,1.0,0.01,sample09.pathological,pathological,0.20194736602390698
