method,k,alpha,beta,sample,class,silhouette_value
SIWKL,31,1.0,0.01,sample10.pathological,pathological,0.19939758854084022
SIWKL,31,1.0,0.001,sample01.functional,functional,-0.0721898783735457
SIWKL,31,1.0,0.001,sample02.functional,functional,-0.06919211128959045
SIWKL,31,1.0,0.001,sample03.functional,functional,-0.0689547448972859
SIWKL,31,1.0,0.001,sample04.functional,functional,-0.06682787166504142
SIWKL,31,1.0,0.001,sample05.functional,functional,-0.08035752738622796
SIWKL,31,1.0,0.001,sample06.pathological,pathological,0.18978947827138581
SIWKL,31,1.0,0.001,sample07.pathological,pathological,0.19516018613760036
SIWKL,31,1.0,0.001,sample08.pathological,pathological,0.1950545205633054
SIWKL,31,1.0,0.001,sample09.pathological,pathological,0.20190933885575713
SIWKL,31,1.0,0.001,sample10.pathological,pathological,0.19936148862615605
SIWKL,31,1.0,0.0001,sample01.functional,functional,-0.0721894386903083
SIWKL,31,1.0,0.0001,sample02.functional,functional,-0.06919180797149894
SIWKL,31,1.0,0.0001,sample03.functional,functional,-0.06895452950415784
SIWKL,31,1.0,0.0001,sample04.functional,functional,-0.06682764280394585
SIWKL,31,1.0,0.0001,sample05.functional,functional,-0.08035701044071185
SIWKL,31,1.0,0.0001,sample06.pathological,pathological,0.18978610767809356
SIWKL,31,1.0,0.0001,sample07.pathological,pathological,0.19515666161941803
SIWKL,31,1.0,0.0001,sample08.pathological,pathological,0.19505085243640669
SIWKL,31,1.0,0.0001,sample09.pathological,pathological,0.20190551658839698
SIWKL,31,1.0,0.0001,sample10.pathological,pathological,0.19935786003519504
SIWKL,31,1.0,1e-06,sample01.functional,functional,-0.07218939031249318
SIWKL,31,1.0,1e-06,sample02.functional,functional,-0.06919177460182249
SIWKL,31,1.0,1e-06,sample03.functional,functional,-0.06895450581152768
SIWKL,31,1.0,1e-06,sample04.functional,functional,-0.0668276176291388
SIWKL,31,1.0,1e-06,sample05.functional,functional,-0.08035695355767883
SIWKL,31,1.0,1e-06,sample06.pathological,pathological,0.18978573672233628
SIWKL,31,1.0,1e-06,sample07.pathological,pathological,0.1951562737208611
SIWKL,31,1.0,1e-06,sample08.pathological,pathological,0.19505044873234476
SIWKL,31,1.0,1e-06,sample09.pathological,pathological,0.20190509592057015
SIWKL,31,1.0,1e-06,sample10.pathological,pathological,0.19935746068239515
SIWKL,31,0.1,1.0,sample01.functional,functional,-0.07016130210059922
SIWKL,31,0.1,1.0,sample02.functional,functional,-0.06741291614157664
SIWKL,31,0.1,1.0,sample03.functional,functional,-0.06801794105617245
SIWKL,31,0.1,1.0,sample04.functional,functional,-0.06538191740994946
SIWKL,31,0.1,1.0,sample05.functional,functional,-0.07873414590703785
SIWKL,31,0.1,1.0,sample06.pathological,pathological,0.1898070653581194
SIWKL,31,0.1,1.0,sample07.pathological,pathological,0.19525068589646302
SIWKL,31,0.1,1.0,sample08.pathological,pathological,0.19517064602391282
SIWKL,31,0.1,1.0,sample09.pathological,pathological,0.20199438668858916
SIWKL,31,0.1,1.0,sample10.pathological,pathological,0.1992920597954837
SIWKL,31,0.1,0.1,sample01.functional,functional,-0.06986445489883754
SIWKL,31,0.1,0.1,sample02.functional,functional,-0.06719060792729417
SIWKL,31,0.1,0.1,sample03.functional,functional,-0.06783089915825952
SIWKL,31,0.1,0.1,sample04.functional,functional,-0.06519740219030937
SIWKL,31,0.1,0.1,sample05.functional,functional,-0.0783834308353857
SIWKL,31,0.1,0.1,sample06.pathological,pathological,0.187660087938914
SIWKL,31,0.1,0.1,sample07.pathological,pathological,0.19301623170988727
SIWKL,31,0.1,0.1,sample08.pathological,pathological,0.19284620570114888
SIWKL,31,0.1,0.1,sample09.pathological,pathological,0.19957082353022448
SIWKL,31,0.1,0.1,sample10.pathological,pathological,0.196993344683608
SIWKL,31,0.1,0.01,sample01.functional,functional,-0.06982926936123378
SIWKL,31,0.1,0.01,sample02.functional,functional,-0.06716669335476058
SIWKL,31,0.1,0.01,sample03.functional,functional,-0.0678124410687498
SIWKL,31,0.1,0.01,sample04.functional,functional,-0.06517928523917714
SIWKL,31,0.1,0.01,sample05.functional,functional,-0.07833932601746883
SIWKL,31,0.1,0.01,sample06.pathological,pathological,0.1873473213927592
SIWKL,31,0.1,0.01,sample07.pathological,pathological,0.19268913434756563
SIWKL,31,0.1,0.01,sample08.pathological,pathological,0.19250571365655603
SIWKL,31,0.1,0.01,sample09.pathological,pathological,0.19921602556507007
SIWKL,31,0.1,0.01,sample10.pathological,pathological,0.1966566308130354
SIWKL,31,0.1,0.001,sample01.functional,functional,-0.06982567635880445
SIWKL,31,0.1,0.001,sample02.functional,functional,-0.06716428880701737
SIWKL,31,0.1,0.001,sample03.functional,functional,-0.06781061421123766
SIWKL,31,0.1,0.001,sample04.functional,functional,-0.06517749382118648
SIWKL,31,0.1,0.001,sample05.functional,functional,-0.07833478132554768
SIWKL,31,0.1,0.001,sample06.pathological,pathological,0.18731447179177899
SIWKL,31,0.1,0.001,sample07.pathological,pathological,0.19265475908344873
SIWKL,31,0.1,0.001,sample08.pathological,pathological,0.19246992784069827
SIWKL,31,0.1,0.001,sample09.pathological,pathological,0.19917874036105368
SIWKL,31,0.1,0.001,sample10.pathological,pathological,0.19662124233108666
SIWKL,31,0.1,0.0001,sample01.functional,functional,-0.06982531628281827
SIWKL,31,0.1,0.0001,sample02.functional,functional,-0.06716404822927867
SIWKL,31,0.1,0.0001,sample03.functional,functional,-0.06781043174499178
SIWKL,31,0.1,0.0001,sample04.functional,functional,-0.06517731491288349
SIWKL,31,0.1,0.0001,sample05.functional,functional,-0.07833432544044908
SIWKL,31,0.1,0.0001,sample06.pathological,pathological,0.1873111700940402
SIWKL,31,0.1,0.0001,sample07.pathological,pathological,0.19265130383056628
SIWKL,31,0.1,0.0001,sample08.pathological,pathological,0.19246633077552963
SIWKL,31,0.1,0.0001,sample09.pathological,pathological,0.19917499262763122
SIWKL,31,0.1,0.0001,sample10.pathological,pathological,0.19661768520717904
SIWKL,31,0.1,1e-06,sample01.functional,functional,-0.06982527666581209
SIWKL,31,0.1,1e-06,sample02.functional,functional,-0.06716402176437193
SIWKL,31,0.1,1e-06,sample03.functional,functional,-0.0678104116761774
SIWKL,31,0.1,1e-06,sample04.functional,functional,-0.0651772952355989
SIWKL,31,0.1,1e-06,sample05.functional,functional,-0.07833427527728413
SIWKL,31,0.1,1e-06,sample06.pathological,pathological,0.18731080672029946
SIWKL,31,0.1,1e-06,sample07.pathological,pathological,0.19265092355470856
SIWKL,31,0.1,1e-06,sample08.pathological,pathological,0.19246593489186126
SIWKL,31,0.1,1e-06,sample09.pathological,pathological,0.19917458016230902
SIWKL,31,0.1,1e-06,sample10.pathological,pathological,0.19661729371937176
SIWKL,31,0.01,1.0,sample01.functional,functional,-0.0693328692752819
SIWKL,31,0.01,1.0,sample02.functional,functional,-0.06669558499262805
SIWKL,31,0.01,1.0,sample03.functional,functional,-0.06762481695541973
SIWKL,31,0.01,1.0,sample04.functional,functional,-0.06477927295079677
SIWKL,31,0.01,1.0,sample05.functional,functional,-0.07801065620861819
SIWKL,31,0.01,1.0,sample06.pathological,pathological,0.18891765859953577
SIWKL,31,0.01,1.0,sample07.pathological,pathological,0.1943502892748019
SIWKL,31,0.01,1.0,sample08.pathological,pathological,0.19424190888616102
SIWKL,31,0.01,1.0,sample09.pathological,pathological,0.201006799947644
SIWKL,31,0.01,1.0,sample10.pathological,pathological,0.1982981009180823
SIWKL,31,0.01,0.1,sample01.functional,functional,-0.0690545201777327
SIWKL,31,0.01,0.1,sample02.functional,functional,-0.06648762818953458
SIWKL,31,0.01,0.1,sample03.functional,functional,-0.06744476946658179
SIWKL,31,0.01,0.1,sample04.functional,functional,-0.06460653335864897
SIWKL,31,0.01,0.1,sample05.functional,functional,-0.07767416502494315
SIWKL,31,0.01,0.1,sample06.pathological,pathological,0.1867870312599806
SIWKL,31,0.01,0.1,sample07.pathological,pathological,0.19213230226474218
SIWKL,31,0.01,0.1,sample08.pathological,pathological,0.1919343749862003
SIWKL,31,0.01,0.1,sample09.pathological,pathological,0.19860115175445114
SIWKL,31,0.01,0.1,sample10.pathological,pathological,0.19601658829065474
SIWKL,31,0.01,0.01,sample01.functional,functional,-0.0690219148564199
SIWKL,31,0.01,0.01,sample02.functional,functional,-0.06646575199353123
SIWKL,31,0.01,0.01,sample03.functional,functional,-0.0674273322726171
SIWKL,31,0.01,0.01,sample04.functional,functional,-0.06459010010685488
SIWKL,31,0.01,0.01,sample05.functional,functional,-0.07763207391024878
SIWKL,31,0.01,0.01,sample06.pathological,pathological,0.18647654759294943
SIWKL,31,0.01,0.01,sample07.pathological,pathological,0.1918075023421433
SIWKL,31,0.01,0.01,sample08.pathological,pathological,0.1915962405279047
SIWKL,31,0.01,0.01,sample09.pathological,pathological,0.19824884963241543
SIWKL,31,0.01,0.01,sample10.pathological,pathological,0.19568227057559512
SIWKL,31,0.01,0.001,sample01.functional,functional,-0.06901859147191101
SIWKL,31,0.01,0.001,sample02.functional,functional,-0.0664635609920341
SIWKL,31,0.01,0.001,sample03.functional,functional,-0.06742561275118647
SIWKL,31,0.01,0.001,sample04.functional,functional,-0.06458848522835206
SIWKL,31,0.01,0.001,sample05.functional,functional,-0.07762774009413358
SIWKL,31,0.01,0.001,sample06.pathological,pathological,0.18644393664685383
SIWKL,31,0.01,0.001,sample07.pathological,pathological,0.19177336723101746
SIWKL,31,0.01,0.001,sample08.pathological,pathological,0.19156070113826199
SIWKL,31,0.01,0.001,sample09.pathological,pathological,0.19821182527009357
SIWKL,31,0.01,0.001,sample10.pathological,pathological,0.19564713252219357
SIWKL,31,0.01,0.0001,sample01.functional,functional,-0.06901825848096899
SIWKL,31,0.01,0.0001,sample02.functional,functional,-0.06646334187229465
SIWKL,31,0.01,0.0001,sample03.functional,functional,-0.06742544107450861
SIWKL,31,0.01,0.0001,sample04.functional,functional,-0.06458832406101628
SIWKL,31,0.01,0.0001,sample05.functional,functional,-0.07762730539781525
SIWKL,31,0.01,0.0001,sample06.pathological,pathological,0.18644065892492231
SIWKL,31,0.01,0.0001,sample07.pathological,pathological,0.19176993610419676
SIWKL,31,0.01,0.0001,sample08.pathological,pathological,0.19155712882922785
SIWKL,31,0.01,0.0001,sample09.pathological,pathological,0.1982081037406185
SIWKL,31,0.01,0.0001,sample10.pathological,pathological,0.19564360055620675
SIWKL,31,0.01,1e-06,sample01.functional,functional,-0.0690182218446946
SIWKL,31,0.01,1e-06,sample02.functional,functional,-0.06646331776892314
SIWKL,31,0.01,1e-06,sample03.functional,functional,-0.06742542219317169
SIWKL,31,0.01,1e-06,sample04.functional,functional,-0.06458830633621065
SIWKL,31,0.01,1e-06,sample05.functional,functional,-0.07762725756654673
SIWKL,31,0.01,1e-06,sample06.pathological,pathological,0.18644029818975252
SIWKL,31,0.01,1e-06,sample07.pathological,pathological,0.1917695584834434
SIWKL,31,0.01,1e-06,sample08.pathological,pathological,0.19155673567000253
SIWKL,31,0.01,1e-06,sample09.pathological,pathological,0.19820769415906825
SIWKL,31,0.01,1e-06,sample10.pathological,pathological,0.19564321183705644
SIWKL,31,0.001,1.0,sample01.functional,functional,-0.06900278073227625
SIWKL,31,0.001,1.0,sample02.functional,functional,-0.06640916476291038
SIWKL,31,0.001,1.0,sample03.functional,functional,-0.06746839791633001
SIWKL,31,0.001,1.0,sample04.functional,functional,-0.0645372940806524
SIWKL,31,0.001,1.0,sample05.functional,functional,-0.0777214186334933
SIWKL,31,0.001,1.0,sample06.pathological,pathological,0.18856152966145323
SIWKL,31,0.001,1.0,sample07.pathological,pathological,0.1939899079576884
SIWKL,31,0.001,1.0,sample08.pathological,pathological,0.19387022673652854
SIWKL,31,0.001,1.0,sample09.pathological,pathological,0.2006112694435197
SIWKL,31,0.001,1.0,sample10.pathological,pathological,0.1978993417772348
SIWKL,31,0.001,0.1,sample01.functional,functional,-0.06873179898220196
SIWKL,31,0.001,0.1,sample02.functional,functional,-0.06620693279284472
SIWKL,31,0.001,0.1,sample03.functional,functional,-0.06729111919846682
SIWKL,31,0.001,0.1,sample04.functional,functional,-0.06436928215869474
SIWKL,31,0.001,0.1,sample05.functional,functional,-0.07739061295873705
SIWKL,31,0.001,0.1,sample06.pathological,pathological,0.1864374354338002
SIWKL,31,0.001,0.1,sample07.pathological,pathological,0.1917785031012651
SIWKL,31,0.001,0.1,sample08.pathological,pathological,0.19156945148118507
SIWKL,31,0.001,0.1,sample09.pathological,pathological,0.198212797134876
SIWKL,31,0.001,0.1,sample10.pathological,pathological,0.19562472454566907
SIWKL,31,0.001,0.01,sample01.functional,functional,-0.06870022191211743
SIWKL,31,0.001,0.01,sample02.functional,functional,-0.06618587039779392
SIWKL,31,0.001,0.01,sample03.functional,functional,-0.06727408687039949
SIWKL,31,0.001,0.01,sample04.functional,functional,-0.06435352520610704
SIWKL,31,0.001,0.01,sample05.functional,functional,-0.0773493273044576
SIWKL,31,0.001,0.01,sample06.pathological,pathological,0.18612786450601965
SIWKL,31,0.001,0.01,sample07.pathological,pathological,0.1914546220592158
SIWKL,31,0.001,0.01,sample08.pathological,pathological,0.1912322600880773
SIWKL,31,0.001,0.01,sample09.pathological,pathological,0.19786149528917119
SIWKL,31,0.001,0.01,sample10.pathological,pathological,0.19529136784245235
SIWKL,31,0.001,0.001,sample01.functional,functional,-0.06869700598131803
SIWKL,31,0.001,0.001,sample02.functional,functional,-0.06618376466108412
SIWKL,31,0.001,0.001,sample03.functional,functional,-0.06727240992566107
SIWKL,31,0.001,0.001,sample04.functional,functional,-0.06435198124318282
SIWKL,31,0.001,0.001,sample05.functional,functional,-0.07734507784346917
SIWKL,31,0.001,0.001,sample06.pathological,pathological,0.1860953489857757
SIWKL,31,0.001,0.001,sample07.pathological,pathological,0.1914205830064327
SIWKL,31,0.001,0.001,sample08.pathological,pathological,0.19119681927943033
SIWKL,31,0.001,0.001,sample09.pathological,pathological,0.19782457547319962
SIWKL,31,0.001,0.001,sample10.pathological,pathological,0.19525633023376238
SIWKL,31,0.001,0.0001,sample01.functional,functional,-0.0686966837849431
SIWKL,31,0.001,0.0001,sample02.functional,functional,-0.0661835541091878
SIWKL,31,0.001,0.0001,sample03.functional,functional,-0.06727224252894763
SIWKL,31,0.001,0.0001,sample04.functional,functional,-0.0643518272024032
SIWKL,31,0.001,0.0001,sample05.functional,functional,-0.07734465162321763
SIWKL,31,0.001,0.0001,sample06.pathological,pathological,0.18609208085061218
SIWKL,31,0.001,0.0001,sample07.pathological,pathological,0.19141716152982294
SIWKL,31,0.001,0.0001,sample08.pathological,pathological,0.19119325687398125
SIWKL,31,0.001,0.0001,sample09.pathological,pathological,0.19782086444643918
SIWKL,31,0.001,0.0001,sample10.pathological,pathological,0.19525280835846887
SIWKL,31,0.001,1e-06,sample01.functional,functional,-0.06869664833662031
SIWKL,31,0.001,1e-06,sample02.functional,functional,-0.06618353094874084
SIWKL,31,0.001,1e-06,sample03.functional,functional,-0.06727222411865563
SIWKL,31,0.001,1e-06,sample04.functional,functional,-0.06435181026190948
SIWKL,31,0.001,1e-06,sample05.functional,functional,-0.07734460472476924
SIWKL,31,0.001,1e-06,sample06.pathological,pathological,0.18609172117048073
SIWKL,31,0.001,1e-06,sample07.pathological,pathological,0.19141678497108866
SIWKL,31,0.001,1e-06,sample08.pathological,pathological,0.19119286480465822
SIWKL,31,0.001,1e-06,sample09.pathological,pathological,0.19782045602072482
SIWKL,31,0.001,1e-06,sample10.pathological,pathological,0.19525242074981136
SIWKL,31,0.0001,1.0,sample01.functional,functional,-0.06883411690585774
SIWKL,31,0.0001,1.0,sample02.functional,functional,-0.06626276659065435
SIWKL,31,0.0001,1.0,sample03.functional,functional,-0.0673884506785834
SIWKL,31,0.0001,1.0,sample04.functional,functional,-0.0644134937837449
SIWKL,31,0.0001,1.0,sample05.functional,functional,-0.0775735696448938
SIWKL,31,0.0001,1.0,sample06.pathological,pathological,0.1883794599376678
SIWKL,31,0.0001,1.0,sample07.pathological,pathological,0.19380569149855575
SIWKL,31,0.0001,1.0,sample08.pathological,pathological,0.19368023887571448
SIWKL,31,0.0001,1.0,sample09.pathological,pathological,0.20040908235125157
SIWKL,31,0.0001,1.0,sample10.pathological,pathological,0.19769539128350785
SIWKL,31,0.0001,0.1,sample01.functional,functional,-0.06856690140407183
SIWKL,31,0.0001,0.1,sample02.functional,functional,-0.06606346303120245
SIWKL,31,0.0001,0.1,sample03.functional,functional,-0.06721258781378114
SIWKL,31,0.0001,0.1,sample04.functional,functional,-0.0642479027085398
SIWKL,31,0.0001,0.1,sample05.functional,functional,-0.07724567282532523
SIWKL,31,0.0001,0.1,sample06.pathological,pathological,0.18625870632339264
SIWKL,31,0.0001,0.1,sample07.pathological,pathological,0.19159765262765086
SIWKL,31,0.0001,0.1,sample08.pathological,pathological,0.1913829200926619
SIWKL,31,0.0001,0.1,sample09.pathological,pathological,0.19801428127978138
SIWKL,31,0.0001,0.1,sample10.pathological,pathological,0.19542430334001193
SIWKL,31,0.0001,0.01,sample01.functional,functional,-0.06853585002871287
SIWKL,31,0.0001,0.01,sample02.functional,functional,-0.06604281695457488
SIWKL,31,0.0001,0.01,sample03.functional,functional,-0.06719576255696431
SIWKL,31,0.0001,0.01,sample04.functional,functional,-0.06423249207146044
SIWKL,31,0.0001,0.01,sample05.functional,functional,-0.07720479929440122
SIWKL,31,0.0001,0.01,sample06.pathological,pathological,0.18594960214640147
SIWKL,31,0.0001,0.01,sample07.pathological,pathological,0.19127424151919128
SIWKL,31,0.0001,0.01,sample08.pathological,pathological,0.1910462110340893
SIWKL,31,0.0001,0.01,sample09.pathological,pathological,0.19766349121854881
SIWKL,31,0.0001,0.01,sample10.pathological,pathological,0.19509143854862734
SIWKL,31,0.0001,0.001,sample01.functional,functional,-0.06853268903428819
SIWKL,31,0.0001,0.001,sample02.functional,functional,-0.06604075483744905
SIWKL,31,0.0001,0.001,sample03.functional,functional,-0.06719410738879612
SIWKL,31,0.0001,0.001,sample04.functional,functional,-0.06423098442269715
SIWKL,31,0.0001,0.001,sample05.functional,functional,-0.07720059299505486
SIWKL,31,0.0001,0.001,sample06.pathological,pathological,0.18591713542484614
SIWKL,31,0.0001,0.001,sample07.pathological,pathological,0.1912402515929729
SIWKL,31,0.0001,0.001,sample08.pathological,pathological,0.1910108206455434
SIWKL,31,0.0001,0.001,sample09.pathological,pathological,0.19762662489341917
SIWKL,31,0.0001,0.001,sample10.pathological,pathological,0.19505645235484528
SIWKL,31,0.0001,0.0001,sample01.functional,functional,-0.06853237235670782
SIWKL,31,0.0001,0.0001,sample02.functional,functional,-0.06604054866867706
SIWKL,31,0.0001,0.0001,sample03.functional,functional,-0.0671939421811475
SIWKL,31,0.0001,0.0001,sample04.functional,functional,-0.06423083403125675
SIWKL,31,0.0001,0.0001,sample05.functional,functional,-0.07720017111172127
SIWKL,31,0.0001,0.0001,sample06.pathological,pathological,0.18591387219215014
SIWKL,31,0.0001,0.0001,sample07.pathological,pathological,0.19123683505171984
SIWKL,31,0.0001,0.0001,sample08.pathological,pathological,0.19100726330537282
SIWKL,31,0.0001,0.0001,sample09.pathological,pathological,0.1976229192403471
SIWKL,31,0.0001,0.0001,sample10.pathological,pathological,0.1950529356447066
SIWKL,31,0.0001,1e-06,sample01.functional,functional,-0.0685323375157333
SIWKL,31,0.0001,1e-06,sample02.functional,functional,-0.0660405259906104
SIWKL,31,0.0001,1e-06,sample03.functional,functional,-0.06719392401178047
SIWKL,31,0.0001,1e-06,sample04.functional,functional,-0.06423081749239036
SIWKL,31,0.0001,1e-06,sample05.functional,functional,-0.07720012469056547
SIWKL,31,0.0001,1e-06,sample06.pathological,pathological,0.18591351305154294
SIWKL,31,0.0001,1e-06,sample07.pathological,pathological,0.1912364590361281
SIWKL,31,0.0001,1e-06,sample08.pathological,pathological,0.19100687179349052
SIWKL,31,0.0001,1e-06,sample09.pathological,pathological,0.19762251140601328
SIWKL,31,0.0001,1e-06,sample10.pathological,pathological,0.1950525486044804
SIWKL,31,1e-06,1.0,sample01.functional,functional,-0.0686648877100901
SIWKL,31,1e-06,1.0,sample02.functional,functional,-0.06611585882481959
SIWKL,31,1e-06,1.0,sample03.functional,functional,-0.0673082055053105
SIWKL,31,1e-06,1.0,sample04.functional,functional,-0.0642892398865674
SIWKL,31,1e-06,1.0,sample05.functional,functional,-0.07742521047333815
SIWKL,31,1e-06,1.0,sample06.pathological,pathological,0.1881967918482195
SIWKL,31,1e-06,1.0,sample07.pathological,pathological,0.19362087620949858
SIWKL,31,1e-06,1.0,sample08.pathological,pathological,0.19348963237139266
SIWKL,31,1e-06,1.0,sample09.pathological,pathological,0.20020623446614286
SIWKL,31,1e-06,1.0,sample10.pathological,pathological,0.19749072632269032
SIWKL,31,1e-06,0.1,sample01.functional,functional,-0.06840145312492191
SIWKL,31,1e-06,0.1,sample02.functional,functional,-0.06591949631676265
SIWKL,31,1e-06,0.1,sample03.functional,functional,-0.06713376540427671
SIWKL,31,1e-06,0.1,sample04.functional,functional,-0.06412608067633195
SIWKL,31,1e-06,0.1,sample05.functional,functional,-0.07710023496688487
SIWKL,31,1e-06,0.1,sample06.pathological,pathological,0.18607939152315955
SIWKL,31,1e-06,0.1,sample07.pathological,pathological,0.19141621615197701
SIWKL,31,1e-06,0.1,sample08.pathological,pathological,0.1911957833837754
SIWKL,31,1e-06,0.1,sample09.pathological,pathological,0.1978151191548086
SIWKL,31,1e-06,0.1,sample10.pathological,pathological,0.1952231829407786
SIWKL,31,1e-06,0.01,sample01.functional,functional,-0.06837092949738471
SIWKL,31,1e-06,0.01,sample02.functional,functional,-0.06589926835002616
SIWKL,31,1e-06,0.01,sample03.functional,functional,-0.06711714822041501
SIWKL,31,1e-06,0.01,sample04.functional,functional,-0.06411101792129831
SIWKL,31,1e-06,0.01,sample05.functional,functional,-0.07705977531905361
SIWKL,31,1e-06,0.01,sample06.pathological,pathological,0.18577075586866373
SIWKL,31,1e-06,0.01,sample07.pathological,pathological,0.19109327676912347
SIWKL,31,1e-06,0.01,sample08.pathological,pathological,0.1908595585199821
SIWKL,31,1e-06,0.01,sample09.pathological,pathological,0.19746484290317684
SIWKL,31,1e-06,0.01,sample10.pathological,pathological,0.1948908121911471
SIWKL,31,1e-06,0.001,sample01.functional,functional,-0.06836782365396026
SIWKL,31,1e-06,0.001,sample02.functional,functional,-0.06589725004009281
SIWKL,31,1e-06,0.001,sample03.functional,functional,-0.06711551493402727
SIWKL,31,1e-06,0.001,sample04.functional,functional,-0.06410954675081773
SIWKL,31,1e-06,0.001,sample05.functional,functional,-0.07705561236555909
SIWKL,31,1e-06,0.001,sample06.pathological,pathological,0.18573833813102303
SIWKL,31,1e-06,0.001,sample07.pathological,pathological,0.1910593361568051
SIWKL,31,1e-06,0.001,sample08.pathological,pathological,0.1908242187459931
SIWKL,31,1e-06,0.001,sample09.pathological,pathological,0.19742803028054146
SIWKL,31,1e-06,0.001,sample10.pathological,pathological,0.19485587763488135
SIWKL,31,1e-06,0.0001,sample01.functional,functional,-0.0683675125167359
SIWKL,31,1e-06,0.0001,sample02.functional,functional,-0.06589704827329552
SIWKL,31,1e-06,0.0001,sample03.functional,functional,-0.0671153519260177
SIWKL,31,1e-06,0.0001,sample04.functional,functional,-0.06410940002520747
SIWKL,31,1e-06,0.0001,sample05.functional,functional,-0.07705519483765226
SIWKL,31,1e-06,0.0001,sample06.pathological,pathological,0.18573507981940254
SIWKL,31,1e-06,0.0001,sample07.pathological,pathological,0.19105592456972822
SIWKL,31,1e-06,0.0001,sample08.pathological,pathological,0.19082066649063645
SIWKL,31,1e-06,0.0001,sample09.pathological,pathological,0.1974243300224205
SIWKL,31,1e-06,0.0001,sample10.pathological,pathological,0.19485236611226095
SIWKL,31,1e-06,1e-06,sample01.functional,functional,-0.06836747828548273
SIWKL,31,1e-06,1e-06,sample02.functional,functional,-0.06589702607968356
SIWKL,31,1e-06,1e-06,sample03.functional,functional,-0.06711533399873917
SIWKL,31,1e-06,1e-06,sample04.functional,functional,-0.0641093838897841
SIWKL,31,1e-06,1e-06,sample05.functional,functional,-0.07705514889582632
SIWKL,31,1e-06,1e-06,sample06.pathological,pathological,0.18573472122036708
SIWKL,31,1e-06,1e-06,sample07.pathological,pathological,0.19105554909935069
SIWKL,31,1e-06,1e-06,sample08.pathological,pathological,0.19082027553834494
SIWKL,31,1e-06,1e-06,sample09.pathological,pathological,0.19742392278180715
SIWKL,31,1e-06,1e-06,sample10.pathological,pathological,0.19485197964292714
SIWKL,41,1.0,1.0,sample01.functional,functional,-0.08445773561441074
SIWKL,41,1.0,1.0,sample02.functional,functional,-0.07914553004318665
SIWKL,41,1.0,1.0,sample03.functional,functional,-0.07769547495222867
SIWKL,41,1.0,1.0,sample04.functional,functional,-0.07642193611837578
SIWKL,41,1.0,1.0,sample05.functional,functional,-0.0915183650699939
SIWKL,41,1.0,1.0,sample06.pathological,pathological,0.21493607560960923
SIWKL,41,1.0,1.0,sample07.pathological,pathological,0.21876016796696776
SIWKL,41,1.0,1.0,sample08.pathological,pathological,0.21987567744492445
SIWKL,41,1.0,1.0,sample09.pathological,pathological,0.2290621736419431
SIWKL,41,1.0,1.0,sample10.pathological,pathological,0.22759332922814052
SIWKL,41,1.0,0.1,sample01.functional,functional,-0.08409636707472903
SIWKL,41,1.0,0.1,sample02.functional,functional,-0.07888773198864256
SIWKL,41,1.0,0.1,sample03.functional,functional,-0.07753883419436283
SIWKL,41,1.0,0.1,sample04.functional,functional,-0.07623052652278026
SIWKL,41,1.0,0.1,sample05.functional,functional,-0.09110300147414756
SIWKL,41,1.0,0.1,sample06.pathological,pathological,0.2125821481784997
SIWKL,41,1.0,0.1,sample07.pathological,pathological,0.21632714035286543
SIWKL,41,1.0,0.1,sample08.pathological,pathological,0.21734923134850243
SIWKL,41,1.0,0.1,sample09.pathological,pathological,0.22642376398048644
SIWKL,41,1.0,0.1,sample10.pathological,pathological,0.22505644654302656
SIWKL,41,1.0,0.01,sample01.functional,functional,-0.08405244603282468
SIWKL,41,1.0,0.01,sample02.functional,functional,-0.07885975063370032
SIWKL,41,1.0,0.01,sample03.functional,functional,-0.07752588360805143
SIWKL,41,1.0,0.01,sample04.functional,functional,-0.07621238730140208
SIWKL,41,1.0,0.01,sample05.functional,functional,-0.09105047365538313
SIWKL,41,1.0,0.01,sample06.pathological,pathological,0.21223896355685426
SIWKL,41,1.0,0.01,sample07.pathological,pathological,0.21597083487744675
SIWKL,41,1.0,0.01,sample08.pathological,pathological,0.2169789541813792
SIWKL,41,1.0,0.01,sample09.pathological,pathological,0.2260370927854149
SIWKL,41,1.0,0.01,sample10.pathological,pathological,0.22468429949750032
SIWKL,41,1.0,0.001,sample01.functional,functional,-0.08404794449564823
SIWKL,41,1.0,0.001,sample02.functional,functional,-0.07885693423734147
SIWKL,41,1.0,0.001,sample03.functional,functional,-0.0775246496266686
SIWKL,41,1.0,0.001,sample04.functional,functional,-0.07621060678446856
SIWKL,41,1.0,0.001,sample05.functional,functional,-0.09104505823342537
SIWKL,41,1.0,0.001,sample06.pathological,pathological,0.21220291660875787
SIWKL,41,1.0,0.001,sample07.pathological,pathological,0.2159333891099772
SIWKL,41,1.0,0.001,sample08.pathological,pathological,0.21694003632133635
SIWKL,41,1.0,0.001,sample09.pathological,pathological,0.22599645348395964
SIWKL,41,1.0,0.001,sample10.pathological,pathological,0.2246451809921233
SIWKL,41,1.0,0.0001,sample01.functional,functional,-0.08404749319599863
SIWKL,41,1.0,0.0001,sample02.functional,functional,-0.0788566524239123
SIWKL,41,1.0,0.0001,sample03.functional,functional,-0.07752452689956524
SIWKL,41,1.0,0.0001,sample04.functional,functional,-0.07621042910909408
SIWKL,41,1.0,0.0001,sample05.functional,functional,-0.09104451497681766
