method,weight_function,capped_weight,k,alpha,beta,sample,class,silhouette_value
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,1.0,1.0,sample01.functional,functional,-0.062480078799120785
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,1.0,1.0,sample02.functional,functional,-0.06090359290239826
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,1.0,1.0,sample03.functional,functional,-0.061668652697594584
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,1.0,1.0,sample04.functional,functional,-0.0593426342223779
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,1.0,1.0,sample05.functional,functional,-0.07034232820074582
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,1.0,1.0,sample06.pathological,pathological,0.15115535247447437
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,1.0,1.0,sample07.pathological,pathological,0.15562042077222674
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,1.0,1.0,sample08.pathological,pathological,0.15407733141636593
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,1.0,1.0,sample09.pathological,pathological,0.15918426555896795
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,1.0,1.0,sample10.pathological,pathological,0.15863716536313907
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,0.1,1.0,sample01.functional,functional,-0.061326117049940676
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,0.1,1.0,sample02.functional,functional,-0.05979366090186751
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,0.1,1.0,sample03.functional,functional,-0.06099279651234513
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,0.1,1.0,sample04.functional,functional,-0.05839906395197813
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,0.1,1.0,sample05.functional,functional,-0.06922492667295856
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,0.1,1.0,sample06.pathological,pathological,0.14978963267434695
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,0.1,1.0,sample07.pathological,pathological,0.15423276622434764
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,0.1,1.0,sample08.pathological,pathological,0.15264387939009808
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,0.1,1.0,sample09.pathological,pathological,0.15766455537559587
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,0.1,1.0,sample10.pathological,pathological,0.1570865451437146
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,0.01,1.0,sample01.functional,functional,-0.060921098757917944
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,0.01,1.0,sample02.functional,functional,-0.05939708353430836
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,0.01,1.0,sample03.functional,functional,-0.0607537993896445
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,0.01,1.0,sample04.functional,functional,-0.05805530037543012
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,0.01,1.0,sample05.functional,functional,-0.06882363415590989
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,0.01,1.0,sample06.pathological,pathological,0.1492967576576524
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,0.01,1.0,sample07.pathological,pathological,0.15373218763228555
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,0.01,1.0,sample08.pathological,pathological,0.1521268883267001
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,0.01,1.0,sample09.pathological,pathological,0.15711439906453264
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,0.01,1.0,sample10.pathological,pathological,0.1565227639204291
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,0.001,1.0,sample01.functional,functional,-0.06075899596784336
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,0.001,1.0,sample02.functional,functional,-0.05923798732284492
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,0.001,1.0,sample03.functional,functional,-0.06065793498290492
